id,code,headline,keywords,orderable,options,ship-weight,taxable,merchant-category,availability,page-title,product-url,family,price,upc,google-base-product-type,description,path,gift-certificate,label,manufacturer-part-number,caption,isbn,name,abstract,condition,sale-price,brand
16ingrgrgrba,"CMI7245800;Size:18 inch (+1.00) (CMI724580018)=CMI724580018",,,No,"Size ""18 inch (+1.00) (CMI724580018)""",,Yes,"Getting Ready > Adaptive Bathing Aids > Grab Bars","Usually ships the next business day",,"http://www.wrightstuff.biz/makinglifeeasier/16ingrgrgrba.html",,27.95,"742645000679","bathroom",,"Web Specials:Discontinued Items",No,"bocalohahabo buandziai bahipkitwi32",,"<b>Groovy Grip Grab Bars</b> are attractive, wall mounted, plastic grab bars with grooved surfaces that provide a secure, non-slip, grasp even when wet. Mounting brackets conceal the installation screws. 
<h4>Groovy Grip Grab Bars Features:</h4>
<ul>
<li>Hardware and detailed installation instructions included.</li>
<li>Distance from wall to bar is 2"" (5cm).</li>
<li>Diameter: 1-1/2"" (3.8cm).</li>
<li>Length: 18 inches.</li>
</ul>",,"Groovy Grip Grab Bars","Attractive, wall mounted, grab bar with grooved surfaces. ","New",23.95,"The Wright Stuff, Inc."
18-inch-moen-peened-grab-bar,"CMH218",,"18 inch moen peened grab bar, 18 inch grab bar, 18 inch peened grab bar, 18 inch textured grab bar, 18 inch non slip grab bar, 18 inch ada grab bar, 18 inch grab bar secure mount, moen r8718p, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Home > Getting Ready > Bathroom Safety Grab Bars > Moen Peened Grab Bars","Usually ships the next business day","18 inch Moen Peened Grab Bar :: anti slip bathroom grab bar","http://www.wrightstuff.biz/makinglifeeasier/18-inch-moen-peened-grab-bar.html",,22.95,,"Home & Garden > Bathroom Accessories","18 inch Moen Peened Grab Bar has a non slip textured finish, exceeds ADA safety standards, and features the patented secure mount system for increased safety to help prevent falls in the bathroom. ","Getting Ready:Bathroom Safety Grab Bars:Moen Peened Grab Bars",No,"bedrail raptorreacher frscplwisupa accentring","R8718P","The <b>18 inch Moen Peened Grab Bar</b> has a textured grip area which is ideal for bathroom safety. This 1-1/4 inch diameter stainless steel grab bar complies with ADA specifications.  Moen Securemount™ patented mounting design allows for secure installation into a stud at any angle. They are tested to withstand 500 pounds pull when installed per instructions. 
<h4>18 inch Moen Peened Grab Bar Features:</h4>
<ul>
<li>Patented secure mounting design.</li>
<li>Peened finish is textured and aids in gripping. </li>
<li>ADA compliant.</li>
</ul>
<h4>18 inch Moen Peened Grab Bar Moen Specifications:</h4>
<ul>
<li><b>Made in:</b> USA</li>
<li><b>Length:</b> 18 inches. </li>
<li><b>Bar Diameter:</b> 1-1/4 inches.</li>
<li><b>Distance from wall:</b> 1-1/2 inches.</li>
<li><b>Weight limit capacity:</b> 500 pounds. </li>
</ul>",,"18 inch Moen Peened Grab Bar","Textured finish provides a non-slip grip for increased bathroom safety. ","New",,"The Wright Stuff, Inc."
18inch,"ADM177718",,"ergonomic reacher with rotating claw 18 inch, ergonomic reacher with rotating claw,  18 inch reacher with rotating claw, rotating claw on reacher, rotating claw on 18 inch ergonomic reacher, ergonomic reacher with claw,  for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes," Around the House > Reaching Aids > Ergonomic Reacher with Rotating Claw ","Usually ships the next business day","Ergonomic Reacher with Rotating Claw 18 inch :: reaching tool","http://www.wrightstuff.biz/makinglifeeasier/18inch.html",,14.95,,"Health & Beauty > Personal Care","Ergonomic Reacher with Rotating Claw 18 inch has a easy to hold handle and trigger. Rotate jaw for horizontal or vertical use. Magnet handle end picks up light metal objects. Light weight reacher with two rubber cushion tips helps disabled to reach items.","Around the House:Reaching Aids:Ergonomic Reachers with Rotating Claw",No,"totologasca biglampswitch tturninghandle ersofpe","41298017776","The <b>Ergonomic Reacher with Rotating Claw 18 inch</b> is designed to be easy to use. The reacher is lightweight and features two rubber cushion tips on the claw. The claw rotates for both horizontal and vertical use. An attached magnet on the handle end will pick up light metal objects.
<h4>Ergonomic Reacher with Rotating Claw 18 inch Features:</h4>
<ul>
<li>Ergonomically designed trigger and handle make it easy to use.</li>
<li>The ""Claw"" rotates for horizontal and vertical use.</li>
<li>Rubber tips on the claw help grab items.</li>
</ul>
<h4>Ergonomic Reacher with Rotating Claw 18 inch Specifications:</h4>
<ul>
<li><b>Weight:</b> 4 oz.</li>
<li><b>Length:</b> 18 inches.</li>
<li><b>Claw opening:</b> 2 &frac12; inch.</li>
<li><b>Includes:</b> One Ergonomic Reacher with Rotating Claw 18 inch.</li>
</ul>",,"Ergonomic Reacher with Rotating Claw 18 inch","The ""claw"" rotates for horizontal & vertical use.","New",,"The Wright Stuff, Inc."
20inezrewisa,"AEZ400",,"32 inch ez reacher with saf-t-lok, 32 inch reacher, locking jaw on reacher, safety lock on reacher, 32 inch reacher with safety lock, reacher with saf-t-lok, 32 inch ez reacher, reaching aid, grabbing device, saf t lok 32 inch reacher, for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes,"Around the House > Reaching Aids > EZ Reachers","Usually ships the next business day","32 inch EZ Reacher with SAF T LOK :: longer locking reaching aid","http://www.wrightstuff.biz/makinglifeeasier/20inezrewisa.html",,20.95,,"Health & Beauty > Personal Care","32 inch EZ Reacher with SAF-T-LOK has a locking mechanism that holds jaws securely around item being retrieved. Easy to hold handle and easy to use trigger. Longer reaching aid with steel springs and silicone tips makes picking up items easier.","Around the House:Reaching Aids:EZ Reachers",No,"totologasca biglampswitch tturninghandle ersofpe","230LOK","The <b>32 inch EZ Reacher with SAF-T-LOK</b> is a longer reaching aid with a locking mechanism. The lock holds the jaws in place so you do not have to continue squeezing the trigger. The on/off lever locking mechanism is easy to operate using your thumb. 
<br><br>
The round silicone tips are durable and flexible, providing a powerful and secure grip with delicate sensitivity. This reaching aid is constructed of lightweight aluminum with a stainless steel spring mechanism for heavy-duty use.  The handle is comfortable to hold and has an easy-to-operate pistol grip full finger trigger. A hanging strap is also included for you to keep your EZ Reacher handy.
<br><br>
An optional wrist support is also available. The wrist support provides added arm support for people with limited strength. 
<h4>32 inch EZ Reacher with SAF-T-LOK Features:</h4>
<ul>
<li>Round silicone tips that provide a powerful and secure grip.</li>
<li>Constructed of lightweight aluminum.</li>
<li>Has a steel spring mechanism for heavy-duty use.</li>
<li>Handle is comfortable to hold.</li>
<li>Easy-to-operate pistol grip full finger trigger.</li>
</ul>
<h4>32 inch EZ Reacher with SAF-T-LOK Specifications:</h4>
<ul>
<li><b>Weight Capacity:</b> Holds up to 5 lbs.</li>
<li><b>Length:</b> 32 inches.</li>
<li><b>Weight:</b> 11 &frac12 oz.</li>
<li><b>Jaw opening:</b> 4.5 inches wide.</li>
</ul>",,"32 inch EZ Reacher with SAF-T-LOK","Handle locks to hold items securely.","New",,"The Wright Stuff, Inc."
25gift,"25Gift",,"wright stuff 25 gift certificate, daily living aids 25 gift certificate, online shopping 25 gift certificate, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,No,"Gift Certificates ","Usually ships the next business day","The Wright Stuff Gift Certificates :: $25.00 Gift Certificate","http://www.wrightstuff.biz/makinglifeeasier/25gift.html",,25,,"personal care","The Wright Stuff $25.00 Gift Certificate used for purchasing gifts for the disabled, gifts for handicapped, gifts for elderly, gifts for seniors, gifts for physically impaired. $25.00 Gift certificates are emailed. $25.00 gift certificates for online shopping for daily living aids. ","Gift Certificates",Yes,,,"The <b>Wright Stuff $25.00 Gift Certificate</b> may be used toward the purchase of items in our product selection simply by visiting our website. Paying extra for rush postage or worrying that your gift may arrive late is no longer a problem because gift certificates are delivered via email once the payer information is verified.
<br><br>
Please allow for one business day for verification.
<br><br>
Please note: The Wright Stuff $25.00 Gift Certificate is not redeemable for cash and expires after 6 months.",,"$25 Gift Certificate",,"New",,"The Wright Stuff, Inc."
26ezdeluxe,"AEZ7993",,"26 inch ez reacher with saf-t-lok, 26 inch reacher, locking jaw on reacher, safety lock on reacher, 26 inch reacher with safety lock, reacher with saf t lok, 26 inch ez reacher, saf-t-lok 26 inch reacher, reaching aid, grabbing device, for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes,"Around the House > Reaching Aids > EZ Reachers","Usually ships the next business day","26 inch EZ Reacher with SAF T LOK","http://www.wrightstuff.biz/makinglifeeasier/26ezdeluxe.html",,19.95,,"Health & Beauty > Personal Care","26 inch EZ Reacher with SAF-T-LOK has a locking mechanism that holds jaws securely around item being retrieved. Stainless steel spring mechanism for heavy-duty use. Comfortable to hold handle & easy-to-operate trigger.","Around the House:Reaching Aids:EZ Reachers",No,"totologasca biglampswitch tturninghandle ersofpe","7993","<b>EZ Reachers</b> with round silicone tips provide a powerful and secure grip with delicate sensitivity.  Constructed of lightweight aluminum with a stainless steel spring mechanism for heavy-duty use.  The handle is comfortable to hold and has an easy-to-operate pistol grip full finger trigger.  EZ Reachers will handle objects of different shapes and sizes up to 5 lbs.  The jaws open to 4.5 inches wide.  

The locking model has an automatic locking mechanism to hold the jaws securely around the item being retrieved. A flip of the thumb releases the lock. 

Optional wrist support provides added arm support for people with limited strength. 

26 inch models weigh 10 oz.
<h4>26 inch EZ Reacher with SAF-T-LOK Features:</h4>
<ul>
<li>Round silicone tips provide a powerful and secure grip with delicate sensitivity.</li>
<li>Constructed of lightweight aluminum.
<li>Handle is comfortable to hold.</li>
<li>Easy-to-operate pistol grip full finger trigger.</li>
<li>Automatic locking mechanism to hold the jaws securely around the item being retrieved.</li>
</ul>
<h4>26 inch EZ Reacher with SAF-T-LOK Specifications:</h4>
<ul>
<li>26 inch models weigh 10 oz.</li>
<li>Jaws open to 4.5 inches wide.</li> 
</ul>",,"26 inch EZ Reacher with SAF-T-LOK","Round silicone tips provide a powerful & secure grip.","New",,"The Wright Stuff, Inc."
26ezreacher,"AEZ7986",,"26 inch ez reacher, ez reacher, 26 inch reacher, reaching aid, grabbing device, for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes,"Around the House > Reaching Aids > EZ Reachers","Usually ships the next business day","26 inch EZ Reacher :: stainless steel spring reaching aid","http://www.wrightstuff.biz/makinglifeeasier/26ezreacher.html",,16.95,,"Health & Beauty > Personal Care","26 inch EZ Reacher has stainless steel springs that will not rust. 26 inch long is ideal length needed when someone has a hard time reaching up high, or bending low to reach an item. Handle is comfortable to hold, easy-to-operate pistol grip full finger trigger.","Around the House:Reaching Aids:EZ Reachers",No,"totologasca biglampswitch tturninghandle ersofpe","7986","The <b>26 inch EZ Reachers</b> is a stainless steel spring reaching aid with silicone tips. Durable blue silicone tips are flexible enough to pick up small thin items and larger items like cans or boxes, and will not scuff the floor, shoes, or cabinets. Light weight aluminum reaching tool and stainless steel spring mechanism for heavy-duty use, and will pick up items weighing 5 pounds. Large comfortable handle is easy to hold. Pistol grip trigger allows you to use all 4 fingers and is easy to operate. 26 inch ez reacher weighs 10 oz.
<h4>26 inch EZ Reacher Features:</h4>
<ul>
<li>Durable flexible silicone tips.</li>
<li>Light weight aluminum reaching aid.</li>
<li>Stainless steel spring mechanism.</li>
</ul>
<h4>26 inch EZ Reacher Specifications:</h4>
<ul>
<li><b>Weight capacity:</b> Lift objects up to 5 lbs. </li>
<li><b>Jaw opening:</b> 4.5 inches wide.</li> 
<li><b>Length:</b> 26 inches.</li>
<li><b>Weight:</b> 10 oz.</li>
</ul>",,"26 inch EZ Reacher","Jaws open 4.5 inches wide!","New",,"The Wright Stuff, Inc."
26inrare,"AAM300;Color:Red (AAM30007405)=AAM30007405&Color:Yellow (AAM30007429)=AAM30007429&Color:Black (AAM30007597)=AAM30007597&Color:Blue (AAM30007252)=AAM30007252&Color:Purple(AAM30007382)=AAM30007382",,"32 inch rainbow reacher, 32 inch colored reachers, 32 inch reacher, 32 inch red reacher, 32 inch blue reacher, long reaching aid, long grabbing device, for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,"Color ""Red (AAM30007405)"" ""Blue (AAM30007252)"" ""Yellow (AAM30007429)"" ""Purple(AAM30007382)"" ""Black (AAM30007597)""",,Yes,"Around the House>Reaching Aids > Rainbow Reachers","Usually ships the next business day","32 inch Rainbow Reacher :: colored long handle reaching aid","http://www.wrightstuff.biz/makinglifeeasier/26inrare.html",,11.95,,"Health & Beauty > Personal Care","32 inch Rainbow Reacher is a light duty reacher and low cost reacher. Great for daily use by anyone who has a hard time reaching up high, or bending low to reach items. Perfect for reaching into any small place. 32 inch rainbow reacher colored red, yellow, green, blue, purple, black. ","Around the House:Reaching Aids:Rainbow Reachers",No,"totologasca biglampswitch tturninghandle ersofpe",,"The <b>32 inch Rainbow Reachers</b> are designed as a light duty and low cost reachers which anyone could use. Perfect for reaching into nooks and crannies, grabbing things you can't quite reach or don't want to touch. 
<br><br>
Rainbow Reachers have flexible rubber cups that grip small and large items weighing up to 1 pound. A handy hook and loop strap is included so your Rainbow Reacher will always be close at hand, in the kitchen, office, laundry room or work shop. The 32 inch Rainbow Reacher weighs only 5 oz. Jaw opens to 4.5 inches with non-latex cups.
<h4>32 inch Rainbow Reacher Features:</h4>
<ul>
<li>Light duty and low cost reacher.</li>
<li>Flexible rubber cups.</li>
<li>Handy hook and loop strap is included.</li>
<li>Perfect for reaching into any small place.</li>
</ul>
<h4>32 inch Rainbow Reacher Specifications:</h4>
<ul>
<li><b>Holds:</b> items up to 1 lbs.</li>
<li><b>Weighs:</b> 5 oz.</li>
<li><b>Jaws open:</b> to 4.5 inches wide.</li>
</ul>",,"32 inch Rainbow Reacher","Perfect for reaching into any small place!","New",,"The Wright Stuff, Inc."
27inch,"ADM177727",,"ergonomic reacher with rotating claw 27 inch, reacher with rotating claw,  27 inch reacher with rotating claw, rotating claw on reacher, rotating claw on 27 inch ergonomic reacher, ergonomic reacher with claw,  for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes,"Around the House>Reaching Aids","Usually ships the next business day","Ergonomic Reacher with Rotating Claw 27 inch :: longer reaching aid","http://www.wrightstuff.biz/makinglifeeasier/27inch.html",,16.95,,"Health & Beauty > Personal Care","Ergonomic Reacher with Rotating Claw 27 has a easy to use trigger and handle. Claw rotates horizontal and vertical. Claw has rubber tips, magnet in handle, light weight reacher helps disabled to reach and pick up items.","Around the House:Reaching Aids:Ergonomic Reachers with Rotating Claw",No,"totologasca biglampswitch tturninghandle ersofpe","41298017783","The <b>Ergonomic Reacher with Rotating Claw 27 inch</b> is a longer reacher with claw that rotates for both horizontal and vertical use. This light weight reacher has a trigger style erogonomic hand grip that is easy to use and comfortable grasp. Two rubber cushion tips on the claw help grip items. An attached magnet on the handle end will pick up light metal objects. 
<h4>Ergonomic Reacher with Rotating Claw 27 inch Features:</h4>
<ul>
<li>Ergonomically designed trigger and handle make it easy to use.</li>
<li>The ""Claw"" rotates for horizontal and vertical use.</li>
</ul>
<h4>Ergonomic Reacher with Rotating Claw 27 inch Specifications:</h4>
<ul>
<li><b>Weight:</b> 6 oz.</li>
<li><b>Rotating Claw:</b> for maximum versatility.</li>
<li><b>Jaw opening:</b> 2&frac12; inch.</li>
<li><b>Length:</b> 27 inches.</li>
</ul>",,"Ergonomic Reacher with Rotating Claw 27 inch","The ""claw"" rotates for horizontal & vertical use.","New",,"The Wright Stuff, Inc."
30inezre,"AEZ230",,"32 inch ez reacher, 32 inch reacher suction cup, 32 inch reacher metal springs, reaching aid 32 inch, long 32 inch reacher, for the disabled, handicapped, elderly, seniors,  physically impaired",Yes,,,Yes,"Around the House > Reaching Aids > EZ Reachers","Usually ships the next business day","32 inch EZ Reacher :: long reaching aid suction cup tips","http://www.wrightstuff.biz/makinglifeeasier/30inezre.html",,16.95,,"Health & Beauty > Personal Care","32 inch EZ Reacher is the extra length needed when someone has a hard time reaching up high, or bending low to reach an item. 32 inch long ez reacher has spring metal, silicone cup tips, durable light weight aluminum helps extend reach for elderly.","Around the House:Reaching Aids:EZ Reachers",No,"totologasca biglampswitch tturninghandle ersofpe","230","The <b>32 inch EZ Reacher</b> is a longer model reaching aid with silicone tips and stainless steel springs. The durable flexible blue silicone tips will not leave skid marks on shoes, floors, cabinet doors, or furniture. Sensitive enough to pick up thin flat items like coins, and powerful enough to grip large items like canned goods. This 32 inch reaching aid is constructed of lightweight aluminum with a stainless steel spring mechanism for heavy-duty use. The handle is comfortable to hold and has an easy-to-operate pistol grip full finger trigger. EZ Reachers will handle objects of different shapes and sizes up to 5 lbs. The jaws open to 4.5 inches wide. 32 inch model reacher weighs 10 &frac12 oz.
<h4>32 inch EZ Reacher Features:</h4>
<ul>
<li>Round silicone tips provide a powerful and secure grip.</li>
<li>Light weight aluminum reaching aid.</li>
<li>Stainless steel spring mechanism for heavy-duty use.</li>
</ul>
<h4>32 inch EZ Reacher Specifications:</h4>
<ul>
<li><b>Weight Capacity:</b> Lift objects up to 5 lbs. </li>
<li><b>Jaw opening</b> 4.5 inches wide.</li> 
<li><b>Length:</b> 32 inches.</li>
<li><b>Weight:</b> 10 &frac12 oz.</li>
</ul>",,"32 inch EZ Reacher","Handles objects of different shapes and sizes up to 5 lbs.","New",,"The Wright Stuff, Inc."
32infoezrewi,"AEZ450",,"32 inch folding ez reacher with saf t lok, ez folding reacher with saf t lok, 32 inch arcmate folding ez reacher, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Around the House > Reaching Aids > EZ Reachers","Usually ships the next business day","32 inch Folding EZ Reacher with SAF-T-Lok :: collapsible locking grabber","http://www.wrightstuff.biz/makinglifeeasier/32infoezrewi.html",,21.95,,"Health & Beauty > Personal Care","32 inch Folding EZ Reacher with SAF-T-Lok is collapsible and easy to use durable reaching aid. Folding EZ Reacher with lock is great for picking up small and large items. Folds away for easy storage. Automatic locking mechanism.","Around the House:Reaching Aids:EZ Reachers",No,"totologasca biglampswitch tturninghandle ersofpe","111194","<b>32 inch Folding EZ Reacher with SAF-T-Lok</b> with round silicone tips provide a powerful and secure grip with delicate sensitivity. Constructed of lightweight aluminum with a steel spring mechanism for heavy-duty use. The handle is comfortable to hold and has an easy-to-operate pistol grip full finger trigger. EZ Reachers will handle objects of different shapes and sizes up to 5 lbs. The jaws open to 4.5 inches wide.
<br><br>
The <b>32 inch Folding EZ Reacher with SAF-T-Lok</b> has an on/off lever locking mechanism to hold the jaws securely around the item being retrieved. A flip of the thumb releases the lock.
<h4>32 inch Folding EZ Reacher with SAF-T-Lok Features:</h4>
<ul>
<li>Reacher FOLDS in half for easy storage, also very mobile.</li>
<li>Stainless steel fingers will not rust.</li>
<li>Constructed of lightweight aluminum.</li>
<li>Round silicone tips.</li>
<li>Easy-to-operate pistol grip full finger trigger.</li>
<li>Automatic locking mechanism.</li>
</ul>
<h4>32 inch Folding EZ Reacher with SAF-T-Lok Specifications:</h4>
<ul>
<li><b>Jaw opening:</b> 4.5 inches wide.</li>
<li><b>Weight capacity:</b> Holds objects up to 5 lbs.</li>
<li><b>Extended Length:</b> 32 inches.</li>
<li><b>Folded Length:</b> 16.5 inches folded.</li>
<li><b>Weighs:</b> 10.5 oz.</li>
</ul>",,"32 inch Folding EZ Reacher with SAF-T-Lok","Reacher FOLDS in half for easy storage.","New",,"The Wright Stuff, Inc."
36-inch-moen-peened-grab-bar,"CMH236",,"36 inch moen peened grab bar, 36 inch grab bar, moen 36 inch grab bar, moen peened 36 inch grab bar, 36 inch ada grab bar, 36 inch moen grab bar secure mount, 36 inch non slip grab bar, for the disabled, handicapped, elderly, seniors, physically impaired",Yes,,,Yes,"Home > Getting Ready > Bathroom Safety Grab Bars > Moen Peened Grab Bars","Usually ships the next business day","36 inch Moen Peened Grab Bar :: textured grip bathroom grab bar","http://www.wrightstuff.biz/makinglifeeasier/36-inch-moen-peened-grab-bar.html",,31.95,,"Home & Garden > Bathroom Accessories","36 inch Moen Peened Grab Bar features a textured anti slip finish and exceeds ADA standards to help prevent slips and falls in the bathroom. The patented mounting design allows for secure installation of the grab bar into a stud at any angle.","Getting Ready:Bathroom Safety Grab Bars:Moen Peened Grab Bars",No,"raisedtoilet stablerail bedrail raptorreacher",,"The <b>36 inch Moen Peened Grab Bar</b> features a anti-slip finish which provides increased safety for wet hands in the bathroom. These stainless steel grab bars are frequently recommended by physical therapists and occupational therapists. The 1-1/4 inch diameter design complies with Americans with Disabilities Act (ADA) guidelines for size and spacing of grab bars.
<br><br>
Moen Securemount™ patented design allows for secure installation. Mounting screws are concealed which provides a neat finished look.  
<h4>36 inch Moen Peened Grab Bar Features:</h4>
<ul>
<li>Peened textured surface aids in gripping. </li>
<li>Concealed screws. </li>
<li>Patented secure mount design.</li>
<li>ADA compliant.</li>
</ul>
<h4>36 inch Moen Peened Grab Bar Specifications:</h4>
<ul>
<li><b>Made in:</b> USA</li>
<li><b>Length: </b> 36 inches. </li>
<li><b>Bar Diameter:</b> 1-1/4 inch.</li>
<li><b>Distance from wall:</b> 1-1/2 inch.</li>
<li><b>Weight limit capacity:</b> 500 pounds. </li>
</ul>",,"36 inch Moen Peened Grab Bar","Patented secure mount allows for secure installation.","New",,"The Wright Stuff, Inc."
